DATE,OUTPOST_CODE,MESSAGE_TYPE,ITEM,QUANTITY,FAVORS,ASSIGNED_VEHICLE
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Diesel,3,166,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Hygiene Packs,3,81,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Pistol Parts,2,321,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Drilling Equipment,1,157,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Hygiene Packs,4,104,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Radio Equipment,4,312,3
2028-09-25,cb2b713c-df29-493c-905f-e648e7bb7dd2,REQUEST,Radio Equipment,4,307,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Pulley,2,102,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Petrol,3,153,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,REQUEST,Medical Equipment,4,303,3
2028-09-25,b30ee063-8d91-49f1-ae65-faf378459d95,REQUEST,Radio Equipment,4,301,3
2028-09-25,1bc04fac-a6c3-43fa-8106-86022b5fb480,REQUEST,Pistol Parts,2,295,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Drilling Equipment,1,146,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Medical Equipment,4,292,3
2028-09-25,4219f1e9-ae66-4c47-bb3a-631507f123b7,REQUEST,Medical Equipment,4,291,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Drone Parts,1,144,3
2028-09-25,496ba944-754d-4449-bc94-94a75c88c755,REQUEST,Drone Parts,1,144,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Fat Rations,2,24,3
2028-09-25,bbbb3f47-adcc-4643-9e93-edcc1972019b,REQUEST,Pulley,2,96,3
2028-09-25,c8058c8b-31da-4834-a2e5-5119d05f2d4c,REQUEST,Drilling Equipment,1,144,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Climbing Equipment,1,96,3
2028-09-25,1b13c7f6-c8ba-42b9-a309-5cab3c06806c,REQUEST,Climbing Equipment,1,95,3
2028-09-25,f8566df4-411e-4458-8b01-138d7b5dd1d8,REQUEST,Radio Equipment,4,281,3
2028-09-25,dc5a866a-21c8-4a34-aa4d-e71b66c95880,EXCESS,Medikit,1,454,3
